#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0713	0.2517	5.70	0.003	0.012	0.033	1455	325	123
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r0.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0874	0.2892	6.19	0.004	0.018	0.038	1455	325	156
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r1.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0694	0.2504	5.51	0.003	0.012	0.034	1455	325	118
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r2.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0714	0.2358	6.67	0.003	0.015	0.038	1455	325	130
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r3.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0720	0.2407	6.33	0.005	0.022	0.054	1455	325	129
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r4.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0699	0.2312	6.86	0.003	0.015	0.039	1455	325	129
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.r5.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0713	0.2517	5.70	0.003	0.012	0.033	1455	325	123
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0722	0.2532	5.57	0.003	0.015	0.040	1455	325	124
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.r0.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:B:A	0.0823	0.2593	7.11	0.008	0.037	0.077	1455	325	155
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.r1.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0699	0.2376	6.01	0.003	0.012	0.033	1455	325	123
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.r2.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0717	0.2330	6.61	0.001	0.003	0.008	1455	325	131
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.r3.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0722	0.2545	5.37	0.004	0.018	0.049	1455	325	123
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.r4.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0722	0.2532	5.57	0.003	0.015	0.040	1455	325	124
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0712	0.2417	6.16	0.003	0.015	0.040	1455	325	126
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r0.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0689	0.2355	6.20	0.007	0.031	0.082	1455	325	122
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r1.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0665	0.2323	6.13	0.006	0.028	0.077	1455	325	117
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r2.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0726	0.2450	6.20	0.005	0.022	0.054	1455	325	129
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r3.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0728	0.2454	6.28	0.005	0.022	0.054	1455	325	130
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r4.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0712	0.2423	6.13	0.005	0.022	0.056	1455	325	126
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.r5.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0712	0.2417	6.16	0.003	0.015	0.040	1455	325	126
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0779	0.2682	6.11	0.006	0.028	0.065	1455	325	138
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r0.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:C:B	0.0818	0.2617	7.09	0.008	0.034	0.072	1455	325	153
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r1.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0718	0.2568	5.64	0.004	0.018	0.049	1455	325	123
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r2.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0694	0.2480	5.44	0.004	0.018	0.051	1455	325	118
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r3.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0697	0.2482	5.51	0.004	0.018	0.050	1455	325	119
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r4.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0762	0.2461	6.89	0.003	0.015	0.035	1455	325	141
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.r5.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0779	0.2682	6.11	0.006	0.028	0.065	1455	325	138
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0692	0.2231	6.86	0.003	0.012	0.031	1455	325	128
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r0.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0716	0.2458	6.29	0.006	0.028	0.071	1455	325	127
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r1.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0695	0.2468	5.56	0.002	0.009	0.025	1455	325	119
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r2.pdb:A:B:C	reference_structures/5omi_clean.pdb:C:A:B	0.0734	0.2484	6.11	0.005	0.022	0.054	1455	325	130
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r3.pdb:A:B:C	reference_structures/5omi_clean.pdb:A:B:C	0.0727	0.2524	5.70	0.003	0.012	0.032	1455	325	126
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r4.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0733	0.2542	5.70	0.003	0.012	0.031	1455	325	127
#PDBchain1	PDBchain2	TM1	TM2	RMSD	ID1	ID2	IDali	L1	L2	Lali
outputs_full-length_seq/JUNV/default/JUNV_NP899218_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.r5.pdb:A:B:C	reference_structures/5omi_clean.pdb:B:C:A	0.0692	0.2231	6.86	0.003	0.012	0.031	1455	325	128
